id,Name,Year,Kilometers_Driven,Location,Fuel_Type,Transmission,Engine,Power,Mileage,Seats,Owner_Type,New_Price,Price
2859,BMW 5 Series 2013-2017 530d M Sport,2019,18906,Coimbatore,Diesel,Automatic,2993 CC,258 bhp,14.69 kmpl,5,First,,89.99
2860,Hyundai Santro Xing GL Plus,2014,61245,Delhi,Petrol,Manual,1086 CC,62.1 bhp,17.92 kmpl,5,First,,4.46
2861,Maruti Alto LXi,2013,37383,Kolkata,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,First,,3.26
2862,Maruti Swift Vdi BSIII,2008,111333,Chennai,Diesel,Manual,1248 CC,75 bhp,17.8 kmpl,5,Second,,5.92
2863,Maruti Vitara Brezza ZDi,2020,2749,Kolkata,Diesel,Manual,1248 CC,88.5 bhp,24.3 kmpl,5,First,10.13 Lakh,16.98
2864,Mahindra XUV500 W8 4WD,2014,127350,Hyderabad,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,17.76
2865,Hyundai Grand i10 CRDi Sportz,2018,63782,Delhi,Diesel,Manual,1120 CC,70 bhp,24.0 kmpl,5,First,,8.22
2866,Hyundai i20 Sportz 1.2,2014,43627,Kolkata,Petrol,Manual,1197 CC,82.85 bhp,18.5 kmpl,5,First,,5.4
2867,Honda Amaze SX i-VTEC,2020,59419,Kochi,Petrol,Manual,1198 CC,86.7 bhp,18.0 kmpl,5,First,,10.23
2868,BMW 3 Series 2005-2011 325i Sedan,2010,69132,Bangalore,Petrol,Automatic,2497 CC,215 bhp,10.9 kmpl,5,Second,,19.47
2869,Hyundai Verna VTVT 1.6 SX Option,2020,12868,Kochi,Petrol,Manual,1591 CC,121.3 bhp,17.0 kmpl,5,First,13.6 Lakh,23.28
2870,Mahindra Scorpio SLE BSIV,2012,80913,Delhi,Diesel,Manual,2179 CC,120 bhp,12.05 kmpl,8,Second,,9.86
2871,Toyota Fortuner 3.0 Diesel,2015,73512,Delhi,Diesel,Manual,2982 CC,171 bhp,11.5 kmpl,7,First,,23.13
2872,BMW 3 Series Luxury Line,2016,29737,Ahmedabad,Diesel,Automatic,1995 CC,190 bhp,21.76 kmpl,5,First,55.07 Lakh,69.3
2873,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2016,55158,Kochi,Petrol,Automatic,1796 CC,186 bhp,11.74 kmpl,5,First,,30.15
2874,Toyota Innova Crysta 2.4 VX MT 8S,2018,11329,Coimbatore,Diesel,Manual,2393 CC,147.8 bhp,13.68 kmpl,8,First,24.01 Lakh,43.75
2875,Chevrolet Aveo 1.4 LS,2010,92066,Jaipur,Petrol,Manual,1399 CC,92.7 bhp,14.49 kmpl,5,First,,2.83
2876,Fiat Punto 1.2 Dynamic,2018,18005,Kochi,Petrol,Manual,,,15.7 kmpl,,First,,7.66
2877,Maruti Ritz LDi,2019,110426,Bangalore,Diesel,Manual,1248 CC,73.94 bhp,23.2 kmpl,5,First,,7.55
2878,Mercedes-Benz M-Class ML 350 4Matic,2015,20818,Bangalore,Diesel,Automatic,2987 CC,165 bhp,0.0 kmpl,5,First,,101.42
2879,Hyundai i20 Asta Optional with Sunroof 1.2,2015,52571,Mumbai,Petrol,Manual,1197 CC,82.85 bhp,18.5 kmpl,5,First,,7.51
2880,Hyundai Grand i10 Magna,2018,21410,Jaipur,Petrol,Manual,1197 CC,82 bhp,18.9 kmpl,5,First,,8.75
2881,Hyundai i20 Magna 1.4 CRDi,2018,34694,Hyderabad,Diesel,Manual,1396 CC,88.73 bhp,22.54 kmpl,5,First,,14.04
2882,Renault Duster 85PS Diesel RxL,2013,71018,Delhi,Diesel,Manual,1461 CC,83.8 bhp,19.87 kmpl,5,First,,10.88
2883,Volvo XC60 D5 Inscription,2017,80914,Kochi,Diesel,Automatic,2400 CC,215 bhp,11.2 kmpl,5,First,,32.66
2884,Mahindra XUV500 W8 2WD,2014,81851,Delhi,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,Second,,12.63
2885,Honda Amaze VX i-VTEC,2020,17429,Coimbatore,Petrol,Manual,1198 CC,86.7 bhp,17.8 kmpl,5,First,,19.46
2886,Honda Civic 2006-2010 1.8 S MT,2011,95335,Ahmedabad,Petrol,Manual,1799 CC,130 bhp,13.5 kmpl,5,First,,7.91
2887,Maruti Eeco 7 Seater Standard,2020,27876,Coimbatore,Petrol,Manual,1196 CC,73 bhp,15.1 kmpl,7,First,4.98 Lakh,9.71
2888,Chevrolet Optra Magnum 2.0 LT,2012,72451,Pune,Diesel,Manual,1991 CC,123.7 bhp,16.52 kmpl,5,First,,7.05
2889,Jaguar F Type 5.0 V8 S,2017,7698,Hyderabad,Petrol,Automatic,5000 CC,488.1 bhp,12.5 kmpl,2,First,,201.96
2890,Maruti Wagon R LXI BS IV,2017,41689,Kochi,Petrol,Manual,998 CC,67.04 bhp,20.51 kmpl,5,First,,7.22
2891,Maruti Ertiga ZDI,2015,81017,Mumbai,Diesel,Manual,1248 CC,88.8 bhp,20.77 kmpl,7,First,,12.41
2892,Hyundai Verna Xi (Petrol),2010,59459,Chennai,Petrol,Manual,1599 CC,103.2 bhp,13.9 kmpl,5,Third,,4.59
2893,Maruti Swift Dzire ZXI,2019,30854,Chennai,Petrol,Manual,1197 CC,83.14 bhp,20.85 kmpl,5,First,,12.5
2894,Renault Duster 85PS Diesel RxL Optional,2013,77753,Mumbai,Diesel,Manual,1461 CC,83.8 bhp,20.46 kmpl,5,First,,10.71
2895,Maruti Ertiga VDI,2019,87787,Chennai,Diesel,Manual,1248 CC,88.50 bhp,25.47 kmpl,7,Second,10.99 Lakh,15.51
2896,Hyundai Xcent 1.1 CRDi S,2018,31000,Kochi,Diesel,Manual,1120 CC,71 bhp,24.4 kmpl,5,First,,14
2897,Maruti Swift VDI,2021,34141,Hyderabad,Diesel,Manual,1248 CC,74 bhp,28.4 kmpl,5,First,,14.22
2898,Volkswagen Passat 2.0 PD DSG,2007,60762,Mumbai,Diesel,Automatic,1968 CC,140 bhp,14.3 kmpl,5,Second,,6.52
2899,Maruti Swift Dzire VXi,2013,57917,Mumbai,Petrol,Manual,1298 CC,85.8 bhp,17.5 kmpl,5,Third,,5.09
2900,BMW X5 3.0d,2011,99036,Chennai,Diesel,Automatic,2993 CC,235 bhp,11.0 kmpl,5,First,,38.18
2901,Maruti Alto LXi,2009,53299,Hyderabad,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,First,,3.62
2902,Skoda Superb Elegance 2.0 TDI CR AT,2014,79475,Coimbatore,Diesel,Automatic,1968 CC,138.1 bhp,17.2 kmpl,5,First,,21.25
2903,Maruti Swift VDI BSIV,2020,43068,Kochi,Diesel,Manual,1248 CC,74 bhp,25.2 kmpl,5,First,,10.31
2904,Toyota Innova Crysta 2.4 G MT 8S,2018,22041,Mumbai,Diesel,Manual,2393 CC,147.8 bhp,13.68 kmpl,8,First,,31.84
2905,Hyundai i20 Magna,2016,35208,Kolkata,Petrol,Manual,1197 CC,80 bhp,18.5 kmpl,5,First,,4.91
2906,Maruti Baleno Zeta 1.2,2017,31604,Ahmedabad,Petrol,Manual,1197 CC,83.1 bhp,21.4 kmpl,5,First,,12.56
2907,Mercedes-Benz New C-Class C 200 CGI,2014,33068,Bangalore,Petrol,Automatic,1991 CC,184 bhp,14.74 kmpl,5,First,,31.68
2908,Maruti Swift Dzire VXi,2014,46085,Hyderabad,Petrol,Manual,1298 CC,85.8 bhp,17.5 kmpl,5,First,,6.24
2909,Maruti Swift Lxi BSIII,2012,51960,Mumbai,Petrol,Manual,1298 CC,88.2 bhp,16.1 kmpl,5,First,,3.69
2910,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2015,64433,Delhi,Diesel,Automatic,2148 CC,170 bhp,10.0 kmpl,5,First,,31.9
2911,Hyundai i10 Sportz 1.2,2012,104676,Pune,Petrol,Manual,1197 CC,78.9 bhp,20.36 kmpl,5,First,,4.39
2912,Renault Duster 85PS Diesel RxL,2014,78740,Hyderabad,Diesel,Manual,1461 CC,83.8 bhp,20.45 kmpl,5,First,,12.35
2913,Jaguar XF 2.2 Litre Luxury,2017,44689,Coimbatore,Diesel,Automatic,2179 CC,187.7 bhp,16.36 kmpl,5,First,,62.63
2914,Mahindra XUV500 W8 2WD,2014,74800,Kochi,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,11.78
2915,Mahindra Scorpio 1.99 S10,2018,101001,Ahmedabad,Diesel,Manual,1997 CC,120 bhp,15.4 kmpl,7,First,,23.58
2916,Ford Fiesta Classic 1.4 Duratorq CLXI,2011,128885,Hyderabad,Diesel,Manual,1399 CC,67 bhp,17.8 kmpl,5,First,,4.43
2917,Honda Brio S MT,2016,27231,Coimbatore,Petrol,Manual,1198 CC,86.8 bhp,19.4 kmpl,5,First,,10.89
2918,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2008,92123,Mumbai,Diesel,Manual,2835 CC,107.2 bhp,10.5 kmpl,6,Third,,11.06
2919,Hyundai i20 Sportz Option Diesel,2015,44801,Hyderabad,Diesel,Manual,1396 CC,90 bhp,23.0 kmpl,5,First,,9.93
2920,Chevrolet Beat Diesel LS,2013,63866,Chennai,Diesel,Manual,936 CC,57.6 bhp,25.44 kmpl,5,First,,4.01
2921,Jeep Compass 2.0 Longitude,2021,40573,Kochi,Diesel,Manual,1956 CC,170 bhp,17.1 kmpl,5,First,21.72 Lakh,39.89
2922,Volkswagen Vento Diesel Trendline,2011,95843,Chennai,Diesel,Manual,1598 CC,103.6 bhp,20.54 kmpl,5,First,,7.57
2923,Mercedes-Benz M-Class ML 350 CDI,2015,79912,Pune,Diesel,Automatic,2987 CC,254.8 bhp,11.74 kmpl,5,First,,57.41
2924,BMW 5 Series 2003-2012 523i,2011,27943,Kolkata,Petrol,Automatic,2497 CC,150 bhp,10.8 kmpl,5,First,,27.67
2925,Ford Fiesta Titanium 1.5 TDCi,2016,102809,Ahmedabad,Diesel,Manual,1498 CC,90 bhp,23.5 kmpl,5,Second,,7.42
2926,Skoda Laura 1.8 TSI Ambiente,2012,85132,Delhi,Petrol,Manual,1798 CC,157.8 bhp,13.4 kmpl,5,First,,8.28
2927,Maruti Alto LXi BSIII,2013,66919,Jaipur,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,First,,3.46
2928,Audi A4 2.0 TDI Premium Sport Limited Edition,2016,41752,Coimbatore,Diesel,Automatic,1968 CC,174.33 bhp,17.11 kmpl,5,First,,50.33
2929,Audi A4 2.0 TDI 177 Bhp Premium Plus,2017,42858,Kolkata,Diesel,Automatic,1968 CC,174.33 bhp,17.11 kmpl,5,First,,35.85
2930,Honda City 1.5 V MT Exclusive,2014,62888,Coimbatore,Petrol,Manual,1497 CC,118 bhp,17.0 kmpl,5,First,,11.13
2931,Skoda Rapid 1.5 TDI AT Ambition,2019,57665,Ahmedabad,Diesel,Automatic,1498 CC,103.52 bhp,21.66 kmpl,5,First,,14.35
2932,Maruti Ciaz VDI SHVS,2018,18163,Kochi,Diesel,Manual,1248 CC,88.5 bhp,28.09 kmpl,5,Second,,15.77
2933,Audi A6 35 TFSI Matrix,2018,42824,Mumbai,Petrol,Automatic,1798 CC,187.74 bhp,15.26 kmpl,5,First,60.59 Lakh,48.24
2934,Maruti Wagon R LXI BSIII,2009,80874,Pune,Petrol,Manual,1061 CC,64 bhp,14.0 kmpl,5,First,,3.48
2935,Tata Nano XTA,2019,27551,Bangalore,Petrol,Automatic,624 CC,37.48 bhp,21.9 kmpl,4,First,,5.74
2936,Honda City i DTEC V,2015,81628,Ahmedabad,Diesel,Manual,1498 CC,98.6 bhp,26.0 kmpl,5,First,,13.88
2937,Mercedes-Benz New C-Class C 220 CDI CLASSIC,2016,88831,Jaipur,Diesel,Manual,2148 CC,170 bhp,15.8 kmpl,5,First,,29.06
2938,Mahindra Quanto C2,2015,84475,Hyderabad,Diesel,Manual,1493 CC,100 bhp,17.21 kmpl,7,Second,,6.73
2939,Volvo XC60 D5,2018,90065,Hyderabad,Diesel,Automatic,2400 CC,215 bhp,13.5 kmpl,5,First,,61.47
2940,Chevrolet Enjoy TCDi LS 8 Seater,2014,77047,Coimbatore,Diesel,Manual,1248 CC,73.8 bhp,18.2 kmpl,8,First,,7.72
2941,Volkswagen Polo GT TSI,2020,25940,Mumbai,Petrol,Automatic,1197 CC,103.5 bhp,17.21 kmpl,5,First,11.26 Lakh,15.91
2942,Chevrolet Beat LT,2012,24200,Jaipur,Petrol,Manual,1199 CC,79.4 bhp,18.6 kmpl,5,First,,2.98
2943,Ford EcoSport 1.5 Ti VCT AT Titanium,2017,22349,Mumbai,Petrol,Automatic,1499 CC,110.4 bhp,15.63 kmpl,5,First,,14.14
2944,Maruti Celerio VXI AMT,2015,38463,Delhi,Petrol,Automatic,998 CC,67.04 bhp,23.1 kmpl,5,Second,5.57 Lakh,6.36
2945,Hyundai Getz 1.5 CRDi GVS,2013,88598,Jaipur,Diesel,Manual,1493 CC,110 bhp,17.1 kmpl,5,Second,,3.75
2946,Hyundai Santro LP zipPlus,2006,52688,Coimbatore,Petrol,Manual,,,0.0 kmpl,,First,,3.95
2947,Hyundai Verna CRDi,2014,74932,Bangalore,Diesel,Manual,1493 CC,110 bhp,16.8 kmpl,5,First,,8.77
2948,Hyundai Grand i10 1.2 CRDi Sportz,2019,20605,Kochi,Diesel,Manual,1186 CC,73.97 bhp,24.0 kmpl,5,First,8.17 Lakh,12.26
2949,Hyundai i10 Magna 1.2,2011,65141,Mumbai,Petrol,Manual,1197 CC,78.9 bhp,20.36 kmpl,5,Second,,3.47
2950,Maruti Ciaz VDi,2018,63414,Jaipur,Diesel,Manual,1248 CC,88.5 bhp,26.21 kmpl,5,First,,15
2951,Toyota Fortuner 2.8 2WD AT,2020,20682,Kochi,Diesel,Automatic,2755 CC,174.5 bhp,12.9 kmpl,7,First,37.38 Lakh,61.69
2952,Honda Civic 2006-2010 1.8 V AT,2013,63910,Delhi,Petrol,Automatic,1799 CC,130 bhp,12.9 kmpl,5,First,,7.31
2953,Hyundai Verna CRDi SX,2010,159801,Jaipur,Diesel,Manual,1493 CC,110 bhp,16.8 kmpl,5,Second,,2.91
2954,Renault Duster 85PS Diesel RxL,2017,63086,Pune,Diesel,Manual,1461 CC,83.8 bhp,19.87 kmpl,5,First,,15.75
2955,Maruti Ertiga VDI,2016,49514,Coimbatore,Diesel,Manual,1248 CC,88.50 bhp,25.47 kmpl,7,First,11.44 Lakh,14.37
2956,Ford Endeavour Hurricane LE,2013,132889,Mumbai,Diesel,Automatic,2953 CC,null bhp,12.8 kmpl,,First,,14.2
2957,Maruti Baleno Delta 1.3,2021,34044,Delhi,Diesel,Manual,1248 CC,74 bhp,27.39 kmpl,5,First,,14.27
2958,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2015,88281,Bangalore,Diesel,Automatic,1968 CC,174.33 bhp,15.73 kmpl,5,First,,36.02
2959,Hyundai EON D Lite Plus,2015,17995,Hyderabad,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,7.19
2960,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2016,15538,Delhi,Diesel,Automatic,2143 CC,170 bhp,19.27 kmpl,5,First,,57.56
2961,Maruti Omni 8 Seater BSIV,2020,21075,Hyderabad,Petrol,Manual,796 CC,35 bhp,14.0 kmpl,5,First,,5.71
2962,Mercedes-Benz E-Class 200 Kompressor Elegance,2014,36446,Delhi,Petrol,Automatic,1796 CC,157.7 bhp,10.5 kmpl,5,First,,45.16
2963,Maruti Ritz LDi,2014,98343,Coimbatore,Diesel,Manual,1248 CC,73.9 bhp,21.1 kmpl,5,First,,8.18
2964,Hyundai i20 Magna 1.2,2014,71530,Hyderabad,Petrol,Manual,1197 CC,81.83 bhp,18.6 kmpl,5,First,,10.12
2965,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2017,61484,Kochi,Diesel,Automatic,2143 CC,170 bhp,19.27 kmpl,5,First,,31.32
2966,Maruti Swift Dzire VXi,2010,50787,Kolkata,Petrol,Manual,1298 CC,85.8 bhp,17.5 kmpl,5,Second,,2.66
2967,Hyundai Santro Xing XP,2011,75652,Pune,Petrol,Manual,1086 CC,null bhp,0.0 kmpl,5,First,,2.26
2968,Hyundai Verna 1.6 CRDi EX AT,2014,63446,Delhi,Diesel,Automatic,1582 CC,126.3 bhp,22.32 kmpl,5,First,,11.8
2969,Chevrolet Beat Diesel LS,2018,80305,Kochi,Diesel,Manual,936 CC,56.3 bhp,25.44 kmpl,5,First,,6.36
2970,Chevrolet Enjoy Petrol LS 7 Seater,2016,23148,Kochi,Petrol,Manual,1399 CC,98.82 bhp,13.7 kmpl,7,First,,8.45
2971,Hyundai Xcent 1.1 CRDi Base,2019,75463,Kolkata,Diesel,Manual,1120 CC,71 bhp,24.4 kmpl,5,First,,7.04
2972,Maruti Celerio VXI,2016,37447,Chennai,Petrol,Manual,998 CC,67.04 bhp,23.1 kmpl,5,First,,6.8
2973,Renault Duster 110PS Diesel RxZ Plus,2017,80276,Mumbai,Diesel,Manual,1461 CC,108.45 bhp,19.64 kmpl,5,Second,,11.28
2974,Honda Amaze EX i-Dtech,2013,32171,Bangalore,Diesel,Manual,1498 CC,98.6 bhp,25.8 kmpl,5,Second,,9.06
2975,Ford Figo Aspire 1.2 Ti-VCT Titanium,2020,30491,Kochi,Petrol,Manual,1196 CC,86.8 bhp,18.16 kmpl,5,First,,12.79
2976,BMW 1 Series 118d Base,2017,32530,Coimbatore,Diesel,Automatic,1995 CC,143 bhp,20.58 kmpl,5,First,,35.83
2977,Hyundai EON Magna,2018,48474,Ahmedabad,Petrol,Manual,814 CC,55 bhp,22.0 kmpl,5,First,,5.17
2978,Mahindra XUV500 W8 2WD,2015,40582,Coimbatore,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,25.63
2979,Maruti Zen Estilo LXI BS IV,2013,63030,Hyderabad,Petrol,Manual,998 CC,67.1 bhp,19.0 kmpl,5,First,,5.38
2980,Nissan Micra XV CVT,2019,59842,Coimbatore,Petrol,Automatic,1198 CC,75.94 bhp,19.15 kmpl,5,First,9.51 Lakh,11.99
2981,Honda Civic 2006-2010 1.8 S MT,2009,133853,Pune,Petrol,Manual,1799 CC,130 bhp,13.5 kmpl,5,Second,,4.48
2982,Hyundai i10 Magna,2013,65513,Kochi,Petrol,Manual,1197 CC,78.9 bhp,20.36 kmpl,5,First,,6.35
2983,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,51590,Mumbai,Diesel,Automatic,1968 CC,174.33 bhp,17.68 kmpl,5,First,,36.41
2984,Hyundai Grand i10 SportZ Edition,2018,37114,Kochi,Petrol,Manual,1197 CC,81.86 bhp,18.9 kmpl,5,First,,11.22
2985,Toyota Etios Liva V,2016,8831,Mumbai,Petrol,Manual,1197 CC,78.9 bhp,17.71 kmpl,5,First,,7.2
2986,Honda Jazz 1.2 VX i VTEC,2019,45155,Coimbatore,Petrol,Manual,1199 CC,88.7 bhp,18.7 kmpl,5,First,,13.98
2987,Maruti Dzire VDI,2019,25441,Kolkata,Diesel,Manual,1248 CC,73.75 bhp,28.4 kmpl,5,First,8.36 Lakh,10.7
2988,Hyundai Verna 1.6 VTVT,2014,70898,Bangalore,Petrol,Manual,1591 CC,121.3 bhp,17.01 kmpl,5,First,,10.45
2989,Audi A6 2011-2015 2.0 TDI Premium Plus,2015,68135,Mumbai,Diesel,Automatic,1968 CC,174.33 bhp,17.68 kmpl,5,Second,,35.38
2990,Mercedes-Benz GLC 220,2018,46239,Coimbatore,Diesel,Automatic,2143 CC,170 bhp,17.9 kmpl,5,First,,86.16
2991,Honda City i VTEC VX Option,2017,40283,Mumbai,Petrol,Manual,1497 CC,117.3 bhp,17.8 kmpl,5,First,,16.36
2992,Hyundai i10 Magna 1.1,2015,57358,Kochi,Petrol,Manual,1086 CC,68.05 bhp,19.81 kmpl,5,First,,6.58
2993,Hyundai Santro Xing XL eRLX Euro III,2011,49493,Ahmedabad,Petrol,Manual,1086 CC,null bhp,17.0 kmpl,5,First,,3.61
2994,Mahindra XUV500 W10 AWD,2017,20515,Jaipur,Diesel,Manual,2179 CC,140 bhp,16.0 kmpl,7,First,,33.28
2995,Volkswagen Polo Diesel Trendline 1.2L,2016,44614,Kolkata,Diesel,Manual,1199 CC,73.9 bhp,22.07 kmpl,5,First,,6.46
2996,Maruti Swift VDI BSIV,2013,38947,Pune,Diesel,Manual,1248 CC,null bhp,17.8 kmpl,5,First,,9.7
2997,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2020,3334,Chennai,Diesel,Automatic,1248 CC,88.5 bhp,24.3 kmpl,5,First,12.88 Lakh,22.03
2998,Toyota Etios Petrol TRD Sportivo,2013,64312,Chennai,Petrol,Manual,1496 CC,88.8 bhp,17.6 kmpl,5,Second,,8.82
2999,Nissan Terrano XL,2018,26059,Mumbai,Petrol,Manual,1598 CC,102.5 bhp,13.24 kmpl,5,First,,10.87
3000,Audi A4 2.0 TDI Multitronic,2010,54942,Delhi,Diesel,Automatic,1968 CC,140 bhp,16.55 kmpl,5,First,,20.7
3001,Maruti Swift VDI,2016,59489,Ahmedabad,Diesel,Manual,1248 CC,74 bhp,22.9 kmpl,5,First,,8.8
3002,Maruti Alto LXi,2007,74227,Chennai,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,First,,3.03
3003,Ford Ecosport 1.5 DV5 MT Titanium,2016,29039,Delhi,Diesel,Manual,1498 CC,89.84 bhp,22.7 kmpl,5,First,,12.93
3004,Mahindra Scorpio S8 8 Seater,2017,65698,Kochi,Diesel,Manual,2179 CC,120 bhp,15.4 kmpl,8,First,,19.45
3005,Land Rover Discovery Sport TD4 S,2021,20934,Delhi,Diesel,Automatic,2179 CC,147.5 bhp,12.83 kmpl,5,First,,69.65
3006,Toyota Innova Crysta 2.8 ZX AT,2017,73936,Hyderabad,Diesel,Automatic,2755 CC,171.5 bhp,11.36 kmpl,7,First,26.56 Lakh,40.48
3007,BMW X1 sDrive 20d xLine,2018,44839,Coimbatore,Diesel,Automatic,1995 CC,190 bhp,20.68 kmpl,5,Second,48.18 Lakh,42.94
3008,Honda Civic 2010-2013 1.8 V MT,2012,45652,Mumbai,Petrol,Manual,1799 CC,130.2 bhp,14.8 kmpl,5,First,,7.78
3009,Hyundai Getz GLS,2007,93042,Jaipur,Petrol,Manual,1341 CC,83 bhp,15.3 kmpl,5,Second,,1.62
3010,Mercedes-Benz E-Class E250 CDI Launch Edition,2016,65884,Coimbatore,Diesel,Automatic,2143 CC,204 bhp,13.0 kmpl,5,First,,64.22
3011,Hyundai i20 Asta 1.2,2016,32339,Mumbai,Petrol,Manual,1197 CC,82.85 bhp,18.5 kmpl,5,First,,9.11
3012,Skoda Superb Style 2.0 TDI AT,2016,19257,Mumbai,Diesel,Automatic,1968 CC,174.5 bhp,18.19 kmpl,5,First,36.94 Lakh,32.22
3013,Mercedes-Benz New C-Class 200 Kompressor,2014,58534,Hyderabad,Petrol,Manual,1796 CC,178 bhp,11.7 kmpl,5,Second,,24.06
3014,Hyundai Verna 1.6 SX VTVT AT,2014,33943,Pune,Petrol,Automatic,1591 CC,121.3 bhp,15.74 kmpl,5,First,,13.46
3015,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,16425,Mumbai,Petrol,Manual,1196 CC,86.8 bhp,18.16 kmpl,5,First,,10.09
3016,BMW 5 Series 2013-2017 520d Luxury Line,2017,45403,Ahmedabad,Diesel,Automatic,1995 CC,190 bhp,18.12 kmpl,5,First,,67.58
3017,Mahindra Scorpio 2.6 SLX CRDe,2007,85552,Bangalore,Diesel,Manual,2179 CC,120 bhp,10.5 kmpl,8,First,,5.49
3018,Nissan Terrano XL,2014,33858,Mumbai,Petrol,Manual,1598 CC,102.5 bhp,13.24 kmpl,5,First,,9.5
3019,Toyota Innova 2.5 GX (Diesel) 8 Seater,2016,257562,Chennai,Diesel,Manual,2494 CC,100.6 bhp,12.99 kmpl,8,First,,22.9
3020,Honda City 1.5 EXI,2007,98467,Pune,Petrol,Manual,1493 CC,100 bhp,13.0 kmpl,5,First,,2.21
3021,Hyundai i10 Era 1.1 iTech SE,2012,51483,Jaipur,Petrol,Manual,1086 CC,68.05 bhp,19.81 kmpl,5,Second,,4.68
3022,Honda Civic 2006-2010 1.8 V MT,2011,57882,Kolkata,Petrol,Manual,1799 CC,130 bhp,13.5 kmpl,5,First,,5.31
3023,Hyundai Creta 1.6 SX Automatic Diesel,2020,14915,Kolkata,Diesel,Automatic,1582 CC,126.2 bhp,17.6 kmpl,5,First,17 Lakh,21.16
3024,Hyundai i20 1.2 Spotz,2019,19215,Coimbatore,Petrol,Manual,1197 CC,81.83 bhp,18.6 kmpl,5,First,,14.78
3025,Maruti Wagon R LXI BSII,2015,54098,Delhi,Petrol,Manual,998 CC,67.1 bhp,18.9 kmpl,5,First,,4.75
3026,Toyota Innova 2.5 G (Diesel) 7 Seater,2018,82875,Ahmedabad,Diesel,Manual,2494 CC,100.6 bhp,12.99 kmpl,7,First,,22.9
3027,Mercedes-Benz GLE 350d,2020,30926,Bangalore,Diesel,Automatic,2987 CC,254.79 bhp,11.57 kmpl,5,First,95.13 Lakh,122.72
3028,BMW 5 Series 2003-2012 530d,2016,17084,Coimbatore,Diesel,Automatic,2993 CC,258 bhp,16.2 kmpl,5,First,,92.83
3029,Mahindra E Verito D4,2020,46503,Chennai,Electric,Automatic,72 CC,41 bhp,,5,First,13.58 Lakh,27.85
3030,Volkswagen Polo Diesel Comfortline 1.2L,2012,80645,Pune,Diesel,Manual,1199 CC,73.9 bhp,22.07 kmpl,5,Second,,6.01
3031,BMW 3 Series 320d Highline,2014,78483,Ahmedabad,Diesel,Automatic,1995 CC,181 bhp,16.07 kmpl,5,Second,,26.13
3032,Maruti Swift 1.3 VXi,2014,36045,Kolkata,Petrol,Manual,,,16.1 kmpl,,First,,8.02
3033,Honda Accord 2.4 A/T,2011,85329,Mumbai,Petrol,Automatic,2354 CC,177.6 bhp,11.7 kmpl,5,Second,,9.99
3034,Toyota Fortuner 4x2 Manual,2014,112452,Delhi,Diesel,Manual,2982 CC,168.5 bhp,13.0 kmpl,7,First,,32.18
3035,Tata New Safari DICOR 2.2 EX 4x4 BS IV,2016,69411,Jaipur,Diesel,Manual,2179 CC,138 bhp,13.93 kmpl,7,First,,7.28
3036,Mahindra Jeep MM 540 DP,2002,68276,Chennai,Diesel,Manual,2112 CC,null bhp,0.0 kmpl,6,First,,3.37
3037,Datsun redi-GO T,2018,16254,Kolkata,Petrol,Manual,799 CC,53.64 bhp,22.7 kmpl,5,First,3.98 Lakh,4.59
3038,Hyundai Creta 1.6 SX Plus Diesel,2017,58746,Coimbatore,Diesel,Manual,1582 CC,126.2 bhp,19.67 kmpl,5,First,,28.61
3039,Skoda Superb Elegance 1.8 TSI AT,2014,39996,Mumbai,Petrol,Automatic,1798 CC,157.75 bhp,13.7 kmpl,5,First,,12.01
3040,Hyundai Elite i20 Petrol Asta,2017,54154,Kochi,Petrol,Manual,1197 CC,81.86 bhp,18.6 kmpl,5,First,,12.37
3041,Honda Amaze VX i-Vtech,2018,18149,Mumbai,Petrol,Manual,1198 CC,86.7 bhp,18.0 kmpl,5,First,,11.18
3042,Ford Fiesta 1.4 ZXi Duratec,2010,70743,Pune,Petrol,Manual,1388 CC,68 bhp,16.6 kmpl,5,Second,,2.92
3043,Skoda Laura Elegance 2.0 TDI CR AT,2016,72947,Coimbatore,Diesel,Automatic,1968 CC,138.1 bhp,20.0 kmpl,5,First,,18.66
3044,Honda Civic 2006-2010 1.8 V MT,2008,72737,Delhi,Petrol,Manual,1799 CC,130 bhp,13.5 kmpl,5,First,,5.18
